Time,aMag,gMag,ang,bpm,but
3064986,0.7239475119095307,21.97715632196304,269.4342200694019,42.16,0
3066249,0.7787810988975015,25.228398680851704,268.42409795103595,61.1,0
3067672,0.8075270893288967,66.890147256528,267.89437238907783,142.52,0
3068795,0.8600581375697808,14.052309418739682,266.92600395475847,142.52,0
3069957,1.1890332207301864,130.63617416320795,260.85001229003933,142.52,0
3071180,0.8374962686484042,101.67734064185589,267.3419687938513,142.52,0
3072342,1.9626003159074443,90.19541174583107,246.4501659638934,142.52,0
3073525,1.533818763739706,57.11889879890893,254.45485295169084,142.52,0
3074687,0.8709190547921203,151.5947660706002,266.72573517570754,142.52,0
3075870,1.5205591076969025,65.4785384687227,254.70140985961086,142.52,0
3076992,1.184483009586883,65.81517606145258,260.934207223007,63.69,0
3078155,1.1264990013311154,65.79331121018306,262.00670233029575,124.74,0
3079277,0.6135144660071188,73.04516205745594,271.4673320902962,69.61,0
3080499,1.0804628637764464,99.7826608184007,262.8576767261452,200.0,0
3081762,1.7548219282878819,54.865620382895514,250.33713867650386,157.48,0
3083025,0.6870953354520754,58.252411967231026,270.11285810966416,46.08,0
3084207,1.150782342582645,33.36650416210844,261.5576402756553,110.91,0
3085370,0.8303011501858829,68.30862024664236,267.47460508940344,53.43,0
3086632,0.9954396013822234,112.13051591783568,264.42816705141007,43.38,0
3087855,0.7447147104764347,90.57694684631404,269.0517062809542,51.64,0
3088977,0.9688137075826291,97.94945278050307,264.91968875216617,51.64,0
3090099,2.0511947737842937,60.87872616932782,244.78768103802196,24.95,0
3091322,0.8469356528095863,21.982345188810044,267.1679485167855,46.77,0
3092585,0.9750897394599124,108.99486639287191,264.8038435358883,85.47,0
3093847,1.3192801067248758,91.66419857283431,258.4378696009387,99.83,0
3095010,1.0685036265731622,69.91855976777553,263.07866850648253,42.16,0
3096192,0.8479386770280031,28.08550159779953,267.14945635463977,34.4,0
3097455,0.971750996912275,62.90957319836147,264.86547215178706,45.39,0
3098637,0.9770875088752285,6.502045831890144,264.7669664393735,45.39,0
3099800,1.5788920165736477,134.35001265351633,253.6163343303007,45.39,0
3101062,1.775471768291459,93.27846964868152,249.95154958425692,45.39,0
3102225,0.7009992867328754,34.40020348777024,269.85683652819773,12.32,0
3103407,0.942178327069775,89.44717659043242,265.4112522055606,12.32,0
3104670,1.3337541002748594,43.95828590834725,258.16955128233207,28.25,0
3105852,0.6256196927846821,62.636718464491736,271.24454550103735,46.77,0
3107015,0.8654478609367522,38.85941842076384,266.8266231678954,78.84,0
3108278,0.8652167358529306,40.41703106364939,266.83088496910904,142.86,0
3109540,0.8803408430829504,95.92341007282842,266.5519869721438,142.86,0
3110763,1.4160155366379283,78.91845411562495,256.64352954024014,142.86,0
3111945,0.7366138744281159,76.96123244855164,269.20092392982184,23.38,0
3113148,0.9007774419910837,133.8813541909403,266.17506125217204,23.38,0
3114370,1.6750820875407868,75.83031122183266,251.82470677062554,20.23,0
3115633,0.850411665018772,80.90475264160938,267.10386263763934,58.65,0
3116815,1.0391342550411857,72.1703526387394,263.6212522910093,65.08,0
3118078,1.4040655255364687,40.51344221366533,256.86532738423887,66.52,0
3119240,0.8591856609604236,13.346310351554097,266.9420910433913,65.08,0
3120423,0.938296328459192,61.3287428535756,265.4828846712344,41.01,0
3121585,0.8389278872465737,48.23323646615474,267.3155770441281,41.01,0
3122808,1.2075595223424807,75.27445649089736,260.50716055052914,74.91,0
3123970,0.8189017035029297,20.701193202325317,267.6847278542734,63.69,0
3125093,1.2381033882515629,38.58375824100084,259.9417314697993,83.1,0
3126455,0.8295782060782455,39.05122533288808,267.48793152932495,83.1,0
3127638,2.168432613663611,56.705348954044894,242.58261038141768,21.69,0
3128861,0.6158733636065129,43.45574530485008,271.42391991752595,73.08,0
3130023,1.32713978163568,35.92984414104798,258.2921740399065,73.08,0
3131186,1.095582037092613,25.292657037171875,262.5782501442578,20.09,0
3132408,0.8491760712596652,122.91269950660103,267.12664302432205,52.54,0
3133591,1.4606847709208173,93.13339948697245,255.81409110836668,62.37,0
3134793,0.8813625814612281,51.80124129786853,266.53314407936693,76.73,0
3136016,0.8239538822045807,153.65156068195338,267.59160503334715,42.77,0
3137238,1.58826949854236,99.30729832192597,253.44180114319693,42.77,0
3138401,1.0346980235798269,113.59781071834088,263.70319406581234,186.92,0
3139623,0.6946941773183363,70.50396159082128,269.9729393978743,44.68,0
3140806,1.4298951010476257,62.16911532264231,256.3858681484756,44.68,0
3142008,0.760920495189872,28.39854573741409,268.7531668284301,26.5,0
3143231,0.9712878049270465,191.81554264448957,264.8740218753642,48.27,0
3144393,1.72049411507276,191.92472378513406,250.97780140087082,48.27,0
3145576,1.2506798151405498,171.4748115613486,259.7088507902242,48.27,0
3146839,1.1378049041905207,179.3882710770133,261.7976431199048,48.27,0
3148101,1.0251829105091441,288.7342523844374,263.87893469262156,48.27,0
3149284,2.228474814755599,249.97490394037558,241.45094944091502,48.27,0
3150446,0.7475961476626267,241.87451477987506,268.9986278517175,48.27,0
3151629,0.9364293886887575,61.99809835793352,265.51733334556866,48.27,0
3152791,1.2766362050325848,235.97448972293594,259.22808710501147,48.27,0
3153954,0.800312438988674,203.38550317070292,268.02733450763463,48.27,0
3155176,0.9362157870918435,218.71718862494552,265.5212746706171,48.27,0
3156299,0.7567033764957045,189.70029652059063,268.83085735310766,4.64,0
3157521,1.3489996293550268,153.40404427524066,257.8868708266954,78.74,0
3158644,1.3994999106823838,173.2682342496743,256.95005688672853,90.77,0
3160007,1.1187939935484101,207.84398307384316,262.1491607145457,88.11,0
3161129,1.2452309022827854,223.84745028702025,259.8097543385206,96.62,0
3162392,0.9078546139112804,270.97236353547197,266.04451538530157,90.77,0
3163614,1.0536602868097478,136.266909776365,263.3529135571314,90.77,0
3164737,1.3990711204224038,75.27669825384214,256.95801415767727,90.77,0
3165999,0.9521554494934112,86.25609195877122,265.22713698576484,20.5,0
3167222,0.9609370426828181,65.08629732900775,265.0650685443221,76.73,0
3168585,0.735798885565886,69.9984264108844,269.215935531781,149.63,0
3169747,1.8054639292990595,78.83794834976365,249.3912421308481,49.06,0
3170970,0.7354590403278757,40.83363931858144,269.22219524768104,49.06,0
3172133,1.267990536242286,81.99233439779599,259.3882405604636,32.54,0
3173315,0.8275868534480233,41.091791151031615,267.5246388317725,32.54,0
3174478,0.9314504817756014,95.0145857224037,265.60920078287626,85.47,0
3175700,0.9259589623736032,107.48595675715038,265.710521410088,66.52,0
3176923,0.8130805618141415,73.02988224008033,267.7920193556164,48.27,0
3178085,1.3572398461583715,29.012800623173213,257.7340562418613,115.16,0
3179308,0.6830812543175225,62.8644581619853,270.1867669478771,271.49,0
3180531,1.6037767924496227,34.512759959180315,253.15311914748358,300.0,0
3181693,0.8498235110892143,114.00328284746891,267.1147063413363,46.77,0
3183016,0.8507643622061282,11.198401671667256,267.0973599864577,175.95,0
3184179,1.4889257872708095,92.66156646636186,255.28940294532885,119.76,0
3185461,1.7864489917151287,145.47496451279858,249.7465129013858,53.48,0
3186624,0.8198170527623831,159.41721017506234,267.667856244506,53.48,0
3187786,0.8900561780022652,225.55754166065918,266.37280959940875,53.48,0
3189009,0.9115920140062659,197.72355044354228,265.97557156640596,53.48,0
3190232,1.103177229641729,116.20795067464188,262.4378604250937,53.48,0
3191394,1.0418253212511202,146.91308382850045,263.57154358269673,53.48,0
3192577,1.147170431975999,153.4696497682848,261.62444220297044,7.54,0
3193739,1.0267424214475604,88.01185204277888,263.8501323422403,150.0,0
3195062,0.7303423854604086,72.05273763015532,269.3164385407366,150.0,0
3196224,0.7808328886515987,24.592490723796157,268.3862921386271,22.34,0
3197387,0.758287544405155,30.447031053946784,268.8016730788651,22.34,0
3198569,0.7250517222929685,21.66090718321834,269.4138830026549,22.34,0
3199732,0.6891298861608021,222.1474908703675,270.0753963492748,20.09,0
3200954,0.8838551917593741,245.99661339132294,266.48717462810106,39.92,0
3202217,1.6922765731404545,148.78917870597982,251.50412292930977,39.92,0
3203440,1.0472821969268837,28.788782537648235,263.4707410174134,39.92,0
3204662,0.9468896451012652,81.92531598962557,265.32431304773684,39.92,0
3205885,0.9799489782636644,60.71097182552755,264.7141448687933,11.21,0
3207047,0.7805767098754613,35.783216736341636,268.39101246526405,149.63,0
3208270,0.8526429498916882,55.8551152536632,267.0627242632667,115.16,0
3209432,0.8036168241145776,45.30796177273924,267.9664374734163,115.16,0
