Time,aMag,gMag,ang,bpm,but
4326083,1.002496882788171,0.7040596565632774,264.2978647687267,65.01,0
4327265,1.0014988766843427,1.3918692467326088,264.3162920653937,68.03,0
4328488,1.0032447358446492,0.5080354318352215,264.28405619884865,47.54,0
4329651,1.0032447358446492,0.9792854537876073,264.28405619884865,59.82,0
4330873,0.9949371839468057,0.6726812023536856,264.4374430796165,72.99,0
4332136,1.0022474744293448,1.0141991914806479,264.3024698908201,69.61,0
4333259,0.9884331034521254,1.2116517651536682,264.55752216539986,68.03,0
4334421,1.002496882788171,2.0712073773526396,264.2978647687267,87.98,0
4335544,1.002496882788171,1.078563859954523,264.2978647687267,66.52,0
4336666,1.002496882788171,0.9644687656943589,264.2978647687267,80.97,0
4338030,0.9960421677820673,0.55,264.4170419294101,46.77,0
4339212,0.9949371839468057,0.8051086883148139,264.4374430796165,85.47,0
4340415,0.9949371839468057,0.8860586888011426,264.4374430796165,53.48,0
4341598,0.9949371839468057,0.7397972695272671,264.4374430796165,52.49,0
4342720,0.9949371839468057,0.4996999099459594,264.4374430796165,34.4,0
4343843,0.996794863550169,1.2607140833670416,264.4031448855023,48.27,0
4345005,0.9949371839468057,0.6388270501473775,264.4374430796165,48.27,0
4346168,0.9949371839468057,2.3314158788169905,264.4374430796165,37.9,0
4347290,1.002496882788171,1.5804429758773328,264.2978647687267,61.1,0
4348473,1.0014988766843427,1.514892735476674,264.3162920653937,124.74,0
4349696,1.0052860289489753,5.167359093386098,264.24636463177876,124.74,0
4350858,1.0163168797181321,8.000899949380694,264.0426707638639,29.35,0
4352021,0.995238664843765,3.2069144048446323,264.4318769066198,54.4,0
4353304,0.9936297097007517,1.7000588225117388,264.4615824750247,33.26,0
4354406,1.5237125713204573,41.552469240708184,254.64277754965931,33.26,0
4355529,1.0856334556377674,55.97752584743273,262.76212134043936,33.26,0
4356752,0.7671375365604267,42.154764855233154,268.63862765007843,33.26,0
4357874,0.9754486147409304,6.627714538209985,264.7972190641276,12.63,0
4358997,0.9447751055145346,46.271323732955814,265.3633336910734,43.35,0
4360119,1.1171839597846005,54.88864545605038,262.17892709285854,43.35,0
4361242,1.0084145972763385,0.6275348595894893,264.1885954322024,43.35,0
4362565,1.0073728207570423,2.48412962624739,264.2078321100739,43.35,0
4363828,1.002796090937734,2.8015888349292086,264.2923401180947,43.35,0
4364950,1.0008496390567367,2.252332124709853,264.3282795577315,85.47,0
4366073,1.010247494428964,1.973296733894829,264.15474998703127,72.99,0
4367195,1.0062305898749053,6.054576781245737,264.22892346006256,39.4,0
4368318,1.0121758740456126,23.778059214326134,264.1191406940847,39.4,0
4369440,1.0354709073653399,19.833582631486426,263.68891838979437,31.19,0
4370543,0.9925220400575496,4.5824011173183,264.48203269653436,31.19,0
4371665,0.9980981915623331,0.6772739475278818,264.379081242938,31.19,0
4372948,0.999499874937461,0.6664082832618454,264.35320127526825,31.19,0
4374151,0.9884331034521254,0.499799959983992,264.55752216539986,12.07,0
4375333,0.9929249719893241,5.746877412995687,264.47459364015555,66.45,0
4376456,1.0125709851659783,1.3056033088193366,264.11184451570585,54.45,0
4377679,0.999499874937461,0.700713921654194,264.35320127526825,54.45,0
4378841,0.999499874937461,0.7638717169787084,264.35320127526825,54.45,0
4379964,1.0061312041677268,0.8994442728707543,264.2307586100155,16.45,0
4381227,0.999499874937461,0.6519202405202649,264.35320127526825,65.08,0
4382389,0.9932774033471213,1.60464949443796,264.4680869156275,71.26,0
4383512,1.000499875062461,0.8124653838779842,264.33473754932936,55.45,0
4384695,0.9929249719893241,0.8750999942863673,264.47459364015555,68.03,0
4385857,0.9932774033471213,1.3784774209249855,264.4680869156275,66.45,0
4387020,1.0052860289489751,0.7217340230306454,264.24636463177876,62.37,0
4388203,1.0051865498503252,3.373633056513408,264.24820148783544,71.26,0
4389365,0.9592705562040357,1.8599462357820993,265.0958254390931,71.26,0
4390548,1.0008496390567367,0.9774456506629922,264.3282795577315,63.69,0
4391670,0.9929249719893241,2.1619666972458202,264.47459364015555,65.08,0
4392933,0.9910095862301231,11.415616496711863,264.5099558168897,65.08,0
4401132,0.999499874937461,2.3132877036806296,264.35320127526825,32.89,0
4402394,1.0064790112068907,2.2455734234266314,264.22433636954236,90.77,0
4403557,0.999499874937461,1.5815814869933194,264.35320127526825,53.43,0
4404740,0.9988993943335835,1.6434719346554112,264.3642882898655,80.97,0
4405862,0.99,2.6396590688950723,264.5285946848196,68.03,0
4406965,0.9792343948207702,0.4410215414239989,264.72733593664054,68.03,0
4408247,1.0245486811274513,4.635234621893481,263.8906480317894,26.73,0
4409510,0.951892851112981,10.200068627220114,265.2319831426389,26.73,0
4410673,0.9913626985114984,1.2313001258832066,264.50343665119453,26.73,0
4411795,1.0018482919085105,0.7083784299369935,264.30984044555197,26.73,0
4412918,1.0074720839804943,5.750026086897345,264.2059991976638,26.73,0
4414181,1.0032447358446492,1.3884523758487362,264.28405619884865,9.94,0
4415464,1.0030453628824572,4.569551400301784,264.28773748813956,68.03,0
4416827,0.9960421677820673,1.0440785411069418,264.4170419294101,47.51,0
4417949,1.002496882788171,1.365796470928227,264.2978647687267,99.67,0
4419152,1.0020479030465559,2.4407375934335915,264.3061548050408,99.67,0
4420334,1.0018482919085105,2.0692510722481217,264.30984044555197,26.26,0
4421557,0.9942836617384397,0.5960704656330491,264.44950885070244,68.03,0
4422760,0.9960421677820673,1.3229134514396623,264.4170419294101,58.71,0
4423882,0.9877752780870759,0.9443516294262428,264.56966656021615,62.37,0
4425065,0.9877752780870759,0.6937578828380979,264.56966656021615,90.63,0
4426287,1.0074720839804943,4.813688814204758,264.2059991976638,56.5,0
4427490,1.0078194282707593,1.8495675170158021,264.19958541070935,56.5,0
4428673,1.0083650132764423,2.187304276958283,264.1895110186413,23.02,0
4429836,0.9889893831583836,0.6555150646628954,264.5472523835094,23.02,0
4430958,1.0008496390567367,1.738533865071371,264.3282795577315,29.06,0
4432121,1.0061312041677268,3.167364835316576,264.2307586100155,93.6,0
4433243,1.01316336293808,1.347219358530748,264.1009055255995,93.6,0
4434706,0.9994498486667552,2.6797947682611816,264.35412494140337,33.26,0
4442303,0.9990495483208027,2.2146783062106334,264.36151591804077,33.26,0
4443465,0.9867623827447011,3.9726187836237195,264.5883658911345,106.95,0
4444648,0.9994498486667552,1.3914381049834736,264.35412494140337,46.05,0
4445811,0.9937303457175896,0.9651424765287248,264.45972448257925,46.05,0
4447174,1.0062305898749055,1.9373693504337268,264.22892346006256,59.88,0
4448356,0.999499874937461,1.4293005282305047,264.35320127526825,80.86,0
4449519,0.9928242543370907,1.1141813137905339,264.4764531241444,74.81,0
4450681,1.0057335631269346,1.095673308974897,264.23810100398896,78.74,0
4451964,1.0000499987500624,1.6328196471135445,264.3430439652701,59.88,0
4453127,0.999499874937461,0.7494664769020694,264.35320127526825,59.88,0
4454390,0.999499874937461,1.023083574298796,264.35320127526825,72.99,0
